"category_code";"category_name";"price";"price_year_prev";"price_year";"price_quarter";"price_growth";"price_growth_unit";"czechia_price_value_prev";"czechia_price_value"
111301;Chléb konzumní kmínový; Kè / 1 kg;2008;2009;4;-16.82;%;22.35;18.59
112704;Šunkový salám; Kè / 1 kg;2008;2009;4;-3.08;%;120.77;117.05
117106;Mrkev; Kè / 1 kg;2008;2009;3;-22.78;%;17.82;13.76
114401;Jogurt bílý netuèný; Kè / 150 g;2008;2009;2;-0.16;%;6.23;6.22
116103;Banány žluté; Kè / 1 kg;2008;2009;2;11.78;%;31.41;35.11
118101;Cukr krystalový; Kè / 1 kg;2008;2009;3;-3.05;%;20.67;20.04
114701;Vejce slepièí èerstvá; Kè / 10 ks;2008;2009;2;-7.36;%;28.27;26.19
117101;Rajská jablka èervená kulatá; Kè / 1 kg;2008;2009;2;22.84;%;35.2;43.24
213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2008;2009;3;2.0;%;9.0;9.18
115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2008;2009;2;2.51;%;84.72;86.85
111602;Tìstoviny vajeèné; Kè / 1 kg;2008;2009;3;-1.19;%;31.04;30.67
111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2008;2009;3;-2.46;%;36.97;36.06
112201;Vepøová peèenì s kostí; Kè / 1 kg;2008;2009;3;-1.2;%;109.1;107.79
111301;Chléb konzumní kmínový; Kè / 1 kg;2008;2009;3;-18.94;%;22.92;18.58
112704;Šunkový salám; Kè / 1 kg;2008;2009;3;-2.19;%;119.0;116.39
116101;Pomeranèe; Kè / 1 kg;2009;2010;1;-5.74;%;28.22;26.6
117401;Konzumní brambory; Kè / 1 kg;2009;2010;2;17.68;%;12.5;14.71
114501;Eidamská cihla; Kè / 1 kg;2009;2010;1;-2.24;%;118.62;115.96
116104;Jablka konzumní; Kè / 1 kg;2009;2010;1;-8.69;%;26.12;23.85
122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2009;2010;2;-2.31;%;8.22;8.03
115101;Máslo; Kè / 1 kg;2009;2010;1;16.39;%;94.42;109.9
117103;Papriky; Kè / 1 kg;2009;2010;1;-2.85;%;66.33;64.44
114201;Mléko polotuèné pasterované; Kè / 1 l;2009;2010;2;-1.96;%;15.84;15.53
112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2009;2010;2;-2.02;%;179.91;176.28
111201;Pšenièná mouka hladká; Kè / 1 kg;2009;2010;2;-15.8;%;10.19;8.58
112401;Kuøata kuchaná celá; Kè / 1 kg;2009;2010;2;-3.21;%;58.03;56.17
111303;Peèivo pšenièné bílé; Kè / 1 kg;2009;2010;2;-21.49;%;41.88;32.88
114401;Jogurt bílý netuèný; Kè / 150 g;2009;2010;4;9.76;%;5.84;6.41
117401;Konzumní brambory; Kè / 1 kg;2009;2010;1;7.15;%;9.79;10.49
116103;Banány žluté; Kè / 1 kg;2009;2010;4;-4.88;%;26.03;24.76
114701;Vejce slepièí èerstvá; Kè / 10 ks;2009;2010;4;-15.26;%;26.08;22.1
122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2009;2010;1;0.61;%;8.18;8.23
117101;Rajská jablka èervená kulatá; Kè / 1 kg;2009;2010;4;42.71;%;31.05;44.31
115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2009;2010;4;3.31;%;79.49;82.12
2000001;Kapr živý; Kè / 1 kg;2009;2010;4;2.9;%;82.0;84.38
114201;Mléko polotuèné pasterované; Kè / 1 l;2009;2010;1;-5.46;%;16.47;15.57
112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2009;2010;1;-0.88;%;178.98;177.41
111201;Pšenièná mouka hladká; Kè / 1 kg;2009;2010;1;-22.45;%;11.09;8.6
112401;Kuøata kuchaná celá; Kè / 1 kg;2009;2010;1;-4.82;%;58.93;56.09
111303;Peèivo pšenièné bílé; Kè / 1 kg;2009;2010;1;-27.98;%;47.03;33.87
117106;Mrkev; Kè / 1 kg;2009;2010;4;22.73;%;11.66;14.31
114401;Jogurt bílý netuèný; Kè / 150 g;2009;2010;3;6.05;%;5.95;6.31
116103;Banány žluté; Kè / 1 kg;2009;2010;3;0.52;%;27.0;27.14
118101;Cukr krystalový; Kè / 1 kg;2009;2010;4;-7.5;%;19.2;17.76
114701;Vejce slepièí èerstvá; Kè / 10 ks;2009;2010;3;-10.43;%;25.22;22.59
117101;Rajská jablka èervená kulatá; Kè / 1 kg;2009;2010;3;46.26;%;24.06;35.19
213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2009;2010;4;7.83;%;9.2;9.92
115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2009;2010;3;-3.16;%;83.15;80.52
111602;Tìstoviny vajeèné; Kè / 1 kg;2009;2010;4;8.13;%;30.63;33.12
111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2009;2010;4;-7.67;%;34.69;32.03
112201;Vepøová peèenì s kostí; Kè / 1 kg;2009;2010;4;-4.69;%;104.75;99.84
111301;Chléb konzumní kmínový; Kè / 1 kg;2009;2010;4;0.27;%;18.59;18.64
112704;Šunkový salám; Kè / 1 kg;2009;2010;4;-0.44;%;117.05;116.54
117106;Mrkev; Kè / 1 kg;2009;2010;3;6.76;%;13.76;14.69
114401;Jogurt bílý netuèný; Kè / 150 g;2009;2010;2;-0.64;%;6.22;6.18
116103;Banány žluté; Kè / 1 kg;2009;2010;2;-16.09;%;35.11;29.46
118101;Cukr krystalový; Kè / 1 kg;2009;2010;3;-10.88;%;20.04;17.86
114701;Vejce slepièí èerstvá; Kè / 10 ks;2009;2010;2;2.86;%;26.19;26.94
117101;Rajská jablka èervená kulatá; Kè / 1 kg;2009;2010;2;0.42;%;43.24;43.42
213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2009;2010;3;7.41;%;9.18;9.86
115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2009;2010;2;-7.74;%;86.85;80.13
111602;Tìstoviny vajeèné; Kè / 1 kg;2009;2010;3;4.21;%;30.67;31.96
111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2009;2010;3;-6.71;%;36.06;33.64
112201;Vepøová peèenì s kostí; Kè / 1 kg;2009;2010;3;-6.59;%;107.79;100.69
111301;Chléb konzumní kmínový; Kè / 1 kg;2009;2010;3;-4.68;%;18.58;17.71
112704;Šunkový salám; Kè / 1 kg;2009;2010;3;0.09;%;116.39;116.5
117106;Mrkev; Kè / 1 kg;2009;2010;2;-26.03;%;24.36;18.02
114401;Jogurt bílý netuèný; Kè / 150 g;2009;2010;1;-2.69;%;6.33;6.16
116103;Banány žluté; Kè / 1 kg;2009;2010;1;-18.15;%;34.1;27.91
118101;Cukr krystalový; Kè / 1 kg;2009;2010;2;-4.3;%;19.53;18.69
114701;Vejce slepièí èerstvá; Kè / 10 ks;2009;2010;1;5.38;%;26.59;28.02
117101;Rajská jablka èervená kulatá; Kè / 1 kg;2009;2010;1;9.17;%;41.31;45.1
213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2009;2010;2;6.86;%;9.19;9.82
115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2009;2010;1;-10.13;%;88.15;79.22
111602;Tìstoviny vajeèné; Kè / 1 kg;2009;2010;2;0.03;%;31.41;31.42
111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2009;2010;2;-4.86;%;36.39;34.62
112201;Vepøová peèenì s kostí; Kè / 1 kg;2009;2010;2;-6.02;%;105.67;99.31
111301;Chléb konzumní kmínový; Kè / 1 kg;2009;2010;2;-6.27;%;19.79;18.55
112704;Šunkový salám; Kè / 1 kg;2009;2010;2;-1.36;%;119.22;117.6
117106;Mrkev; Kè / 1 kg;2009;2010;1;-4.67;%;16.48;15.71
116101;Pomeranèe; Kè / 1 kg;2009;2010;4;7.28;%;29.93;32.11
114501;Eidamská cihla; Kè / 1 kg;2009;2010;4;12.28;%;110.0;123.51
118101;Cukr krystalový; Kè / 1 kg;2009;2010;1;-9.13;%;20.48;18.61
116104;Jablka konzumní; Kè / 1 kg;2009;2010;4;17.42;%;22.27;26.15
115101;Máslo; Kè / 1 kg;2009;2010;4;26.58;%;105.86;134.0
117103;Papriky; Kè / 1 kg;2009;2010;4;24.06;%;40.77;50.58
213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2009;2010;1;8.84;%;9.16;9.97
111602;Tìstoviny vajeèné; Kè / 1 kg;2009;2010;1;0.87;%;31.19;31.46
111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2009;2010;1;-5.9;%;37.26;35.06
112201;Vepøová peèenì s kostí; Kè / 1 kg;2009;2010;1;-5.29;%;107.72;102.02
111301;Chléb konzumní kmínový; Kè / 1 kg;2009;2010;1;-13.0;%;21.38;18.6
112704;Šunkový salám; Kè / 1 kg;2009;2010;1;-1.81;%;119.3;117.14
116101;Pomeranèe; Kè / 1 kg;2009;2010;3;22.82;%;29.75;36.54
117401;Konzumní brambory; Kè / 1 kg;2009;2010;4;57.61;%;8.94;14.09
114501;Eidamská cihla; Kè / 1 kg;2009;2010;3;15.09;%;107.19;123.36
116104;Jablka konzumní; Kè / 1 kg;2009;2010;3;-1.65;%;27.3;26.85
122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2009;2010;4;-2.71;%;8.11;7.89
115101;Máslo; Kè / 1 kg;2009;2010;3;34.31;%;92.71;124.52
117103;Papriky; Kè / 1 kg;2009;2010;3;30.44;%;38.31;49.97
114201;Mléko polotuèné pasterované; Kè / 1 l;2009;2010;4;8.95;%;15.3;16.67
112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2009;2010;4;-2.02;%;178.4;174.8
111201;Pšenièná mouka hladká; Kè / 1 kg;2009;2010;4;6.02;%;9.13;9.68
112401;Kuøata kuchaná celá; Kè / 1 kg;2009;2010;4;2.95;%;56.94;58.62
111303;Peèivo pšenièné bílé; Kè / 1 kg;2009;2010;4;3.03;%;33.71;34.73
116101;Pomeranèe; Kè / 1 kg;2009;2010;2;-8.96;%;31.26;28.46
117401;Konzumní brambory; Kè / 1 kg;2009;2010;3;45.8;%;9.65;14.07
114501;Eidamská cihla; Kè / 1 kg;2009;2010;2;6.58;%;110.85;118.14
116104;Jablka konzumní; Kè / 1 kg;2009;2010;2;-11.01;%;27.71;24.66
122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2009;2010;3;-5.03;%;8.35;7.93
115101;Máslo; Kè / 1 kg;2009;2010;2;19.02;%;91.39;108.77
117103;Papriky; Kè / 1 kg;2009;2010;2;25.83;%;61.4;77.26
114201;Mléko polotuèné pasterované; Kè / 1 l;2009;2010;3;10.32;%;15.02;16.57
112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2009;2010;3;-1.61;%;178.73;175.85
111201;Pšenièná mouka hladká; Kè / 1 kg;2009;2010;3;-12.46;%;9.47;8.29
112401;Kuøata kuchaná celá; Kè / 1 kg;2009;2010;3;-0.87;%;57.54;57.04
111303;Peèivo pšenièné bílé; Kè / 1 kg;2009;2010;3;0.0;%;32.72;32.72
117106;Mrkev; Kè / 1 kg;2010;2011;2;4.77;%;18.02;18.88
114401;Jogurt bílý netuèný; Kè / 150 g;2010;2011;1;3.41;%;6.16;6.37
116103;Banány žluté; Kè / 1 kg;2010;2011;1;14.76;%;27.91;32.03
118101;Cukr krystalový; Kè / 1 kg;2010;2011;2;24.13;%;18.69;23.2
114701;Vejce slepièí èerstvá; Kè / 10 ks;2010;2011;1;-21.52;%;28.02;21.99
117101;Rajská jablka èervená kulatá; Kè / 1 kg;2010;2011;1;-15.43;%;45.1;38.14
213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2010;2011;2;2.34;%;9.82;10.05
115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2010;2011;1;8.13;%;79.22;85.66
2000001;Kapr živý; Kè / 1 kg;2010;2011;4;2.93;%;84.38;86.85
111602;Tìstoviny vajeèné; Kè / 1 kg;2010;2011;2;12.13;%;31.42;35.23
111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2010;2011;2;-4.94;%;34.62;32.91
112201;Vepøová peèenì s kostí; Kè / 1 kg;2010;2011;2;-0.15;%;99.31;99.16
111301;Chléb konzumní kmínový; Kè / 1 kg;2010;2011;2;16.87;%;18.55;21.68
112704;Šunkový salám; Kè / 1 kg;2010;2011;2;-1.75;%;117.6;115.54
117106;Mrkev; Kè / 1 kg;2010;2011;1;22.02;%;15.71;19.17
116101;Pomeranèe; Kè / 1 kg;2010;2011;4;-2.52;%;32.11;31.3
114501;Eidamská cihla; Kè / 1 kg;2010;2011;4;-1.12;%;123.51;122.13
118101;Cukr krystalový; Kè / 1 kg;2010;2011;1;-0.27;%;18.61;18.56
116104;Jablka konzumní; Kè / 1 kg;2010;2011;4;2.64;%;26.15;26.84
115101;Máslo; Kè / 1 kg;2010;2011;4;6.96;%;134.0;143.32
117103;Papriky; Kè / 1 kg;2010;2011;4;-17.42;%;50.58;41.77
213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2010;2011;1;2.11;%;9.97;10.18
111602;Tìstoviny vajeèné; Kè / 1 kg;2010;2011;1;10.04;%;31.46;34.62
111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2010;2011;1;-7.1;%;35.06;32.57
112201;Vepøová peèenì s kostí; Kè / 1 kg;2010;2011;1;-3.53;%;102.02;98.42
111301;Chléb konzumní kmínový; Kè / 1 kg;2010;2011;1;3.12;%;18.6;19.18
112704;Šunkový salám; Kè / 1 kg;2010;2011;1;-1.71;%;117.14;115.14
116101;Pomeranèe; Kè / 1 kg;2010;2011;3;-21.21;%;36.54;28.79
117401;Konzumní brambory; Kè / 1 kg;2010;2011;4;-37.9;%;14.09;8.75
114501;Eidamská cihla; Kè / 1 kg;2010;2011;3;-0.25;%;123.36;123.05
116104;Jablka konzumní; Kè / 1 kg;2010;2011;3;16.28;%;26.85;31.22
122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2010;2011;4;9.89;%;7.89;8.67
115101;Máslo; Kè / 1 kg;2010;2011;3;13.25;%;124.52;141.02
117103;Papriky; Kè / 1 kg;2010;2011;3;-12.51;%;49.97;43.72
114201;Mléko polotuèné pasterované; Kè / 1 l;2010;2011;4;8.58;%;16.67;18.1
112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2010;2011;4;6.26;%;174.8;185.75
111201;Pšenièná mouka hladká; Kè / 1 kg;2010;2011;4;19.42;%;9.68;11.56
112401;Kuøata kuchaná celá; Kè / 1 kg;2010;2011;4;0.34;%;58.62;58.82
111303;Peèivo pšenièné bílé; Kè / 1 kg;2010;2011;4;32.42;%;34.73;45.99
116101;Pomeranèe; Kè / 1 kg;2010;2011;2;-5.69;%;28.46;26.84
117401;Konzumní brambory; Kè / 1 kg;2010;2011;3;-23.67;%;14.07;10.74
114501;Eidamská cihla; Kè / 1 kg;2010;2011;2;5.26;%;118.14;124.36
116104;Jablka konzumní; Kè / 1 kg;2010;2011;2;21.7;%;24.66;30.01
122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2010;2011;3;7.94;%;7.93;8.56
115101;Máslo; Kè / 1 kg;2010;2011;2;27.03;%;108.77;138.17
117103;Papriky; Kè / 1 kg;2010;2011;2;-20.37;%;77.26;61.52
114201;Mléko polotuèné pasterované; Kè / 1 l;2010;2011;3;7.06;%;16.57;17.74
112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2010;2011;3;2.79;%;175.85;180.76
111201;Pšenièná mouka hladká; Kè / 1 kg;2010;2011;3;37.52;%;8.29;11.4
112401;Kuøata kuchaná celá; Kè / 1 kg;2010;2011;3;0.65;%;57.04;57.41
111303;Peèivo pšenièné bílé; Kè / 1 kg;2010;2011;3;40.65;%;32.72;46.02
116101;Pomeranèe; Kè / 1 kg;2010;2011;1;-4.77;%;26.6;25.33
117401;Konzumní brambory; Kè / 1 kg;2010;2011;2;20.26;%;14.71;17.69
114501;Eidamská cihla; Kè / 1 kg;2010;2011;1;3.48;%;115.96;119.99
116104;Jablka konzumní; Kè / 1 kg;2010;2011;1;19.87;%;23.85;28.59
122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2010;2011;2;-2.12;%;8.03;7.86
115101;Máslo; Kè / 1 kg;2010;2011;1;22.15;%;109.9;134.24
117103;Papriky; Kè / 1 kg;2010;2011;1;2.64;%;64.44;66.14
114201;Mléko polotuèné pasterované; Kè / 1 l;2010;2011;2;14.36;%;15.53;17.76
112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2010;2011;2;0.75;%;176.28;177.61
111201;Pšenièná mouka hladká; Kè / 1 kg;2010;2011;2;36.48;%;8.58;11.71
112401;Kuøata kuchaná celá; Kè / 1 kg;2010;2011;2;6.41;%;56.17;59.77
111303;Peèivo pšenièné bílé; Kè / 1 kg;2010;2011;2;31.84;%;32.88;43.35
114401;Jogurt bílý netuèný; Kè / 150 g;2010;2011;4;5.3;%;6.41;6.75
117401;Konzumní brambory; Kè / 1 kg;2010;2011;1;61.39;%;10.49;16.93
116103;Banány žluté; Kè / 1 kg;2010;2011;4;3.15;%;24.76;25.54
114701;Vejce slepièí èerstvá; Kè / 10 ks;2010;2011;4;15.02;%;22.1;25.42
122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2010;2011;1;-1.94;%;8.23;8.07
117101;Rajská jablka èervená kulatá; Kè / 1 kg;2010;2011;4;-23.76;%;44.31;33.78
115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2010;2011;4;8.95;%;82.12;89.47
114201;Mléko polotuèné pasterované; Kè / 1 l;2010;2011;1;9.18;%;15.57;17.0
112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2010;2011;1;0.78;%;177.41;178.8
111201;Pšenièná mouka hladká; Kè / 1 kg;2010;2011;1;29.07;%;8.6;11.1
112401;Kuøata kuchaná celá; Kè / 1 kg;2010;2011;1;1.94;%;56.09;57.18
111303;Peèivo pšenièné bílé; Kè / 1 kg;2010;2011;1;11.1;%;33.87;37.63
114401;Jogurt bílý netuèný; Kè / 150 g;2010;2011;3;3.49;%;6.31;6.53
116103;Banány žluté; Kè / 1 kg;2010;2011;3;-16.91;%;27.14;22.55
118101;Cukr krystalový; Kè / 1 kg;2010;2011;4;36.04;%;17.76;24.16
114701;Vejce slepièí èerstvá; Kè / 10 ks;2010;2011;3;-2.7;%;22.59;21.98
117101;Rajská jablka èervená kulatá; Kè / 1 kg;2010;2011;3;-40.49;%;35.19;20.94
213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2010;2011;4;-0.3;%;9.92;9.89
115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2010;2011;3;11.81;%;80.52;90.03
117106;Mrkev; Kè / 1 kg;2010;2011;4;-11.11;%;14.31;12.72
111602;Tìstoviny vajeèné; Kè / 1 kg;2010;2011;4;7.25;%;33.12;35.52
111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2010;2011;4;6.24;%;32.03;34.03
112201;Vepøová peèenì s kostí; Kè / 1 kg;2010;2011;4;2.26;%;99.84;102.1
111301;Chléb konzumní kmínový; Kè / 1 kg;2010;2011;4;23.5;%;18.64;23.02
112704;Šunkový salám; Kè / 1 kg;2010;2011;4;0.68;%;116.54;117.33
114401;Jogurt bílý netuèný; Kè / 150 g;2010;2011;2;3.88;%;6.18;6.42
116103;Banány žluté; Kè / 1 kg;2010;2011;2;-5.77;%;29.46;27.76
118101;Cukr krystalový; Kè / 1 kg;2010;2011;3;33.71;%;17.86;23.88
114701;Vejce slepièí èerstvá; Kè / 10 ks;2010;2011;2;-12.92;%;26.94;23.46
117101;Rajská jablka èervená kulatá; Kè / 1 kg;2010;2011;2;-34.66;%;43.42;28.37
213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2010;2011;3;2.23;%;9.86;10.08
115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2010;2011;2;11.98;%;80.13;89.73
117106;Mrkev; Kè / 1 kg;2010;2011;3;1.91;%;14.69;14.97
111602;Tìstoviny vajeèné; Kè / 1 kg;2010;2011;3;10.14;%;31.96;35.2
111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2010;2011;3;0.56;%;33.64;33.83
112201;Vepøová peèenì s kostí; Kè / 1 kg;2010;2011;3;-0.2;%;100.69;100.49
111301;Chléb konzumní kmínový; Kè / 1 kg;2010;2011;3;27.89;%;17.71;22.65
112704;Šunkový salám; Kè / 1 kg;2010;2011;3;-0.75;%;116.5;115.63
116101;Pomeranèe; Kè / 1 kg;2011;2012;1;4.07;%;25.33;26.36
117401;Konzumní brambory; Kè / 1 kg;2011;2012;2;-28.6;%;17.69;12.63
114501;Eidamská cihla; Kè / 1 kg;2011;2012;1;8.45;%;119.99;130.13
116104;Jablka konzumní; Kè / 1 kg;2011;2012;1;0.84;%;28.59;28.83
122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2011;2012;2;16.16;%;7.86;9.13
115101;Máslo; Kè / 1 kg;2011;2012;1;7.52;%;134.24;144.33
117103;Papriky; Kè / 1 kg;2011;2012;1;-1.07;%;66.14;65.43
114201;Mléko polotuèné pasterované; Kè / 1 l;2011;2012;2;8.05;%;17.76;19.19
112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2011;2012;2;11.89;%;177.61;198.72
111201;Pšenièná mouka hladká; Kè / 1 kg;2011;2012;2;-9.14;%;11.71;10.64
112401;Kuøata kuchaná celá; Kè / 1 kg;2011;2012;2;3.13;%;59.77;61.64
111303;Peèivo pšenièné bílé; Kè / 1 kg;2011;2012;2;0.28;%;43.35;43.47
114401;Jogurt bílý netuèný; Kè / 150 g;2011;2012;4;5.04;%;6.75;7.09
117401;Konzumní brambory; Kè / 1 kg;2011;2012;1;-42.76;%;16.93;9.69
116103;Banány žluté; Kè / 1 kg;2011;2012;4;20.91;%;25.54;30.88
114701;Vejce slepièí èerstvá; Kè / 10 ks;2011;2012;4;35.88;%;25.42;34.54
122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2011;2012;1;11.77;%;8.07;9.02
117101;Rajská jablka èervená kulatá; Kè / 1 kg;2011;2012;4;7.37;%;33.78;36.27
115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2011;2012;4;2.66;%;89.47;91.85
114201;Mléko polotuèné pasterované; Kè / 1 l;2011;2012;1;10.88;%;17.0;18.85
112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2011;2012;1;8.62;%;178.8;194.21
111201;Pšenièná mouka hladká; Kè / 1 kg;2011;2012;1;3.6;%;11.1;11.5
112401;Kuøata kuchaná celá; Kè / 1 kg;2011;2012;1;4.63;%;57.18;59.83
111303;Peèivo pšenièné bílé; Kè / 1 kg;2011;2012;1;21.39;%;37.63;45.68
114401;Jogurt bílý netuèný; Kè / 150 g;2011;2012;3;10.87;%;6.53;7.24
116103;Banány žluté; Kè / 1 kg;2011;2012;3;28.6;%;22.55;29.0
118101;Cukr krystalový; Kè / 1 kg;2011;2012;4;-1.16;%;24.16;23.88
114701;Vejce slepièí èerstvá; Kè / 10 ks;2011;2012;3;57.19;%;21.98;34.55
117101;Rajská jablka èervená kulatá; Kè / 1 kg;2011;2012;3;47.99;%;20.94;30.99
213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2011;2012;4;6.57;%;9.89;10.54
115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2011;2012;3;-0.71;%;90.03;89.39
117106;Mrkev; Kè / 1 kg;2011;2012;4;12.34;%;12.72;14.29
111602;Tìstoviny vajeèné; Kè / 1 kg;2011;2012;4;8.16;%;35.52;38.42
111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2011;2012;4;1.5;%;34.03;34.54
112201;Vepøová peèenì s kostí; Kè / 1 kg;2011;2012;4;12.95;%;102.1;115.32
111301;Chléb konzumní kmínový; Kè / 1 kg;2011;2012;4;0.26;%;23.02;23.08
112704;Šunkový salám; Kè / 1 kg;2011;2012;4;6.76;%;117.33;125.26
114401;Jogurt bílý netuèný; Kè / 150 g;2011;2012;2;11.06;%;6.42;7.13
116103;Banány žluté; Kè / 1 kg;2011;2012;2;13.33;%;27.76;31.46
118101;Cukr krystalový; Kè / 1 kg;2011;2012;3;2.14;%;23.88;24.39
114701;Vejce slepièí èerstvá; Kè / 10 ks;2011;2012;2;62.83;%;23.46;38.2
117101;Rajská jablka èervená kulatá; Kè / 1 kg;2011;2012;2;47.69;%;28.37;41.9
213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2011;2012;3;-0.79;%;10.08;10.0
115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2011;2012;2;-1.25;%;89.73;88.61
117106;Mrkev; Kè / 1 kg;2011;2012;3;31.73;%;14.97;19.72
111602;Tìstoviny vajeèné; Kè / 1 kg;2011;2012;3;6.68;%;35.2;37.55
111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2011;2012;3;-0.24;%;33.83;33.75
112201;Vepøová peèenì s kostí; Kè / 1 kg;2011;2012;3;8.51;%;100.49;109.04
111301;Chléb konzumní kmínový; Kè / 1 kg;2011;2012;3;0.09;%;22.65;22.67
112704;Šunkový salám; Kè / 1 kg;2011;2012;3;5.95;%;115.63;122.51
114401;Jogurt bílý netuèný; Kè / 150 g;2011;2012;1;12.87;%;6.37;7.19
116103;Banány žluté; Kè / 1 kg;2011;2012;1;2.0;%;32.03;32.67
118101;Cukr krystalový; Kè / 1 kg;2011;2012;2;4.78;%;23.2;24.31
114701;Vejce slepièí èerstvá; Kè / 10 ks;2011;2012;1;65.53;%;21.99;36.4
117101;Rajská jablka èervená kulatá; Kè / 1 kg;2011;2012;1;10.8;%;38.14;42.26
213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2011;2012;2;0.6;%;10.05;10.11
115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2011;2012;1;5.34;%;85.66;90.23
117106;Mrkev; Kè / 1 kg;2011;2012;2;9.27;%;18.88;20.63
111602;Tìstoviny vajeèné; Kè / 1 kg;2011;2012;2;6.56;%;35.23;37.54
111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2011;2012;2;2.52;%;32.91;33.74
112201;Vepøová peèenì s kostí; Kè / 1 kg;2011;2012;2;7.9;%;99.16;106.99
111301;Chléb konzumní kmínový; Kè / 1 kg;2011;2012;2;5.86;%;21.68;22.95
112704;Šunkový salám; Kè / 1 kg;2011;2012;2;3.24;%;115.54;119.28
116101;Pomeranèe; Kè / 1 kg;2011;2012;4;-0.96;%;31.3;31.0
114501;Eidamská cihla; Kè / 1 kg;2011;2012;4;5.97;%;122.13;129.42
118101;Cukr krystalový; Kè / 1 kg;2011;2012;1;31.95;%;18.56;24.49
116104;Jablka konzumní; Kè / 1 kg;2011;2012;4;19.9;%;26.84;32.18
115101;Máslo; Kè / 1 kg;2011;2012;4;-0.18;%;143.32;143.06
117103;Papriky; Kè / 1 kg;2011;2012;4;15.56;%;41.77;48.27
213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2011;2012;1;-1.96;%;10.18;9.98
117106;Mrkev; Kè / 1 kg;2011;2012;1;-21.07;%;19.17;15.13
111602;Tìstoviny vajeèné; Kè / 1 kg;2011;2012;1;5.92;%;34.62;36.67
111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2011;2012;1;4.82;%;32.57;34.14
112201;Vepøová peèenì s kostí; Kè / 1 kg;2011;2012;1;8.02;%;98.42;106.31
111301;Chléb konzumní kmínový; Kè / 1 kg;2011;2012;1;19.71;%;19.18;22.96
112704;Šunkový salám; Kè / 1 kg;2011;2012;1;4.17;%;115.14;119.94
116101;Pomeranèe; Kè / 1 kg;2011;2012;3;21.88;%;28.79;35.09
