"av_wages_year_prev";"av_wages_year";"av_wages_quarter";"calculation_type";"calculation_code";"industry";"average_wages_growth";"average_wages_value_prev";"average_wages_value"
2010;2011;1;pøepoètenı;200;Informaèní a komunikaèní èinnosti;5.26;43250;45527
2010;2011;4;pøepoètenı;200;Ostatní èinnosti;3.17;19522;20141
2010;2011;4;pøepoètenı;200;Doprava a skladování;0.34;23918;23999
2010;2011;3;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;-1.77;31939;31373
2010;2011;3;pøepoètenı;200;Tìba a dobıvání;4.30;27403;28580
2010;2011;2;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";3.72;21647;22452
2010;2011;2;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;0.57;19655;19767
2010;2011;1;pøepoètenı;200;Zpracovatelskı prùmysl;4.05;21762;22644
2010;2011;1;pøepoètenı;200;Èinnosti v oblasti nemovitostí;5.14;20268;21310
2010;2011;1;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;3.44;16291;16851
2010;2011;1;pøepoètenı;200;Administrativní a podpùrné èinnosti;4.03;15420;16041
2010;2011;4;pøepoètenı;200;Informaèní a komunikaèní èinnosti;3.55;45694;47317
2010;2011;3;pøepoètenı;200;Stavebnictví;2.01;22409;22860
2010;2011;3;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";-0.39;26373;26270
2010;2011;3;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;-1.58;37421;36828
2010;2011;3;pøepoètenı;200;Zdravotní a sociální péèe;4.90;23566;24720
2010;2011;2;pøepoètenı;200;Ubytování, stravování a pohostinství;1.17;12943;13095
2010;2011;2;pøepoètenı;200;Penìnictví a pojišovnictví;3.18;45129;46563
2010;2011;1;pøepoètenı;200;Vzdìlávání;1.45;21446;21756
2010;2011;1;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";0.65;21610;21751
2010;2011;4;pøepoètenı;200;Zpracovatelskı prùmysl;2.38;24691;25279
2010;2011;4;pøepoètenı;200;Èinnosti v oblasti nemovitostí;5.19;22968;24161
2010;2011;4;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;3.60;20697;21442
2010;2011;4;pøepoètenı;200;Administrativní a podpùrné èinnosti;2.43;16834;17243
2010;2011;3;pøepoètenı;200;Ostatní èinnosti;4.72;18332;19198
2010;2011;3;pøepoètenı;200;Doprava a skladování;-0.17;23263;23224
2010;2011;2;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;3.57;30539;31630
2010;2011;2;pøepoètenı;200;Tìba a dobıvání;5.87;30331;32110
2010;2011;1;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;0.03;19066;19071
2010;2011;1;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";3.26;20986;21670
2010;2011;4;pøepoètenı;200;Vzdìlávání;5.70;25507;26961
2010;2011;4;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";-2.55;26085;25421
2010;2011;3;pøepoètenı;200;Informaèní a komunikaèní èinnosti;1.51;43688;44346
2010;2011;2;pøepoètenı;200;Stavebnictví;1.76;22170;22561
2010;2011;2;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";-3.13;26662;25827
2010;2011;2;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;0.32;37766;37885
2010;2011;2;pøepoètenı;200;Zdravotní a sociální péèe;4.74;23301;24405
2010;2011;1;pøepoètenı;200;Ubytování, stravování a pohostinství;1.01;12590;12717
2010;2011;1;pøepoètenı;200;Penìnictví a pojišovnictví;3.29;51418;53111
2010;2011;4;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";4.33;23561;24581
2010;2011;4;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;0.44;21089;21182
2010;2011;3;pøepoètenı;200;Zpracovatelskı prùmysl;3.20;22678;23404
2010;2011;3;pøepoètenı;200;Èinnosti v oblasti nemovitostí;4.02;21012;21857
2010;2011;3;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;2.74;19056;19578
2010;2011;3;pøepoètenı;200;Administrativní a podpùrné èinnosti;4.77;15835;16590
2010;2011;2;pøepoètenı;200;Ostatní èinnosti;4.62;18128;18965
2010;2011;2;pøepoètenı;200;Doprava a skladování;-1.21;22996;22718
2010;2011;1;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;5.97;29011;30744
2010;2011;1;pøepoètenı;200;Tìba a dobıvání;5.00;27042;28395
2010;2011;4;pøepoètenı;200;Ubytování, stravování a pohostinství;-3.69;13982;13466
2010;2011;4;pøepoètenı;200;Penìnictví a pojišovnictví;3.59;44785;46393
2010;2011;3;pøepoètenı;200;Vzdìlávání;3.36;22481;23236
2010;2011;3;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";2.92;21947;22588
2010;2011;2;pøepoètenı;200;Informaèní a komunikaèní èinnosti;3.82;42527;44151
2010;2011;1;pøepoètenı;200;Stavebnictví;4.27;19860;20709
2010;2011;1;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";-4.16;26005;24922
2010;2011;1;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;3.65;40742;42230
2010;2011;1;pøepoètenı;200;Zdravotní a sociální péèe;2.86;22631;23278
2010;2011;4;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;2.36;34918;35741
2010;2011;4;pøepoètenı;200;Tìba a dobıvání;1.99;36337;37061
2010;2011;3;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";2.67;21949;22536
2010;2011;3;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;-0.45;19528;19441
2011;2012;2;pøepoètenı;200;Vzdìlávání;1.79;23133;23546
2011;2012;2;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";2.17;22868;23365
2011;2012;1;pøepoètenı;200;Informaèní a komunikaèní èinnosti;1.15;45527;46050
2011;2012;4;pøepoètenı;200;Ostatní èinnosti;0.13;20141;20167
2011;2012;4;pøepoètenı;200;Doprava a skladování;1.54;23999;24368
2011;2012;3;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;-2.18;31373;30689
2011;2012;3;pøepoètenı;200;Tìba a dobıvání;1.66;28580;29054
2011;2012;2;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";0.74;22452;22619
2011;2012;2;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;1.95;19767;20153
2011;2012;1;pøepoètenı;200;Zpracovatelskı prùmysl;3.83;22644;23511
2011;2012;1;pøepoètenı;200;Èinnosti v oblasti nemovitostí;4.13;21310;22191
2011;2012;1;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;6.23;16851;17901
2011;2012;1;pøepoètenı;200;Administrativní a podpùrné èinnosti;3.82;16041;16653
2011;2012;4;pøepoètenı;200;Informaèní a komunikaèní èinnosti;3.74;47317;49089
2011;2012;3;pøepoètenı;200;Zdravotní a sociální péèe;1.61;24720;25117
2011;2012;3;pøepoètenı;200;Stavebnictví;0.23;22860;22912
2011;2012;3;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";0.66;26270;26443
2011;2012;3;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;4.32;36828;38420
2011;2012;2;pøepoètenı;200;Ubytování, stravování a pohostinství;0.11;13095;13109
2011;2012;2;pøepoètenı;200;Penìnictví a pojišovnictví;3.66;46563;48267
2011;2012;1;pøepoètenı;200;Vzdìlávání;4.59;21756;22754
2011;2012;1;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";3.61;21751;22537
2011;2012;4;pøepoètenı;200;Zpracovatelskı prùmysl;2.96;25279;26027
2011;2012;4;pøepoètenı;200;Èinnosti v oblasti nemovitostí;-1.54;24161;23790
2011;2012;4;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;4.20;21442;22342
2011;2012;4;pøepoètenı;200;Administrativní a podpùrné èinnosti;2.80;17243;17726
2011;2012;3;pøepoètenı;200;Ostatní èinnosti;0.08;19198;19214
2011;2012;3;pøepoètenı;200;Doprava a skladování;-0.22;23224;23174
2011;2012;2;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;2.50;31630;32421
2011;2012;2;pøepoètenı;200;Tìba a dobıvání;1.09;32110;32460
2011;2012;1;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";4.08;21670;22554
2011;2012;1;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;1.46;19071;19349
2011;2012;4;pøepoètenı;200;Vzdìlávání;1.04;26961;27242
2011;2012;4;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";3.27;25421;26253
2011;2012;3;pøepoètenı;200;Informaèní a komunikaèní èinnosti;3.56;44346;45925
2011;2012;2;pøepoètenı;200;Zdravotní a sociální péèe;1.62;24405;24801
2011;2012;2;pøepoètenı;200;Stavebnictví;-2.09;22561;22089
2011;2012;2;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";2.00;25827;26344
2011;2012;2;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;3.46;37885;39197
2011;2012;1;pøepoètenı;200;Ubytování, stravování a pohostinství;1.59;12717;12919
2011;2012;1;pøepoètenı;200;Penìnictví a pojišovnictví;0.78;53111;53525
2011;2012;4;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";3.35;24581;25405
2011;2012;4;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;10.81;21182;23472
2011;2012;3;pøepoètenı;200;Zpracovatelskı prùmysl;1.91;23404;23850
2011;2012;3;pøepoètenı;200;Èinnosti v oblasti nemovitostí;-0.70;21857;21704
2011;2012;3;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;2.61;19578;20089
2011;2012;3;pøepoètenı;200;Administrativní a podpùrné èinnosti;1.22;16590;16792
2011;2012;2;pøepoètenı;200;Ostatní èinnosti;1.24;18965;19200
2011;2012;2;pøepoètenı;200;Doprava a skladování;1.21;22718;22993
2011;2012;1;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;2.63;30744;31553
2011;2012;1;pøepoètenı;200;Tìba a dobıvání;5.27;28395;29890
2011;2012;4;pøepoètenı;200;Ubytování, stravování a pohostinství;1.88;13466;13719
2011;2012;4;pøepoètenı;200;Penìnictví a pojišovnictví;21.83;46393;56519
2011;2012;3;pøepoètenı;200;Vzdìlávání;3.53;23236;24057
2011;2012;3;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";0.56;22588;22715
2011;2012;2;pøepoètenı;200;Informaèní a komunikaèní èinnosti;3.06;44151;45500
2011;2012;1;pøepoètenı;200;Zdravotní a sociální péèe;3.57;23278;24108
2011;2012;1;pøepoètenı;200;Stavebnictví;1.99;20709;21122
2011;2012;1;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";2.12;24922;25451
2011;2012;1;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;2.29;42230;43195
2011;2012;4;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;2.41;35741;36604
2011;2012;4;pøepoètenı;200;Tìba a dobıvání;4.58;37061;38757
2011;2012;3;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";0.80;22536;22717
2011;2012;3;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;4.21;19441;20259
2011;2012;2;pøepoètenı;200;Zpracovatelskı prùmysl;3.02;23779;24496
2011;2012;2;pøepoètenı;200;Èinnosti v oblasti nemovitostí;2.29;22020;22525
2011;2012;2;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;5.06;18072;18987
2011;2012;2;pøepoètenı;200;Administrativní a podpùrné èinnosti;4.16;16313;16991
2011;2012;1;pøepoètenı;200;Ostatní èinnosti;1.78;18552;18882
2011;2012;1;pøepoètenı;200;Doprava a skladování;1.48;22307;22637
2011;2012;4;pøepoètenı;200;Zdravotní a sociální péèe;-0.12;26310;26279
2011;2012;4;pøepoètenı;200;Stavebnictví;1.18;24980;25276
2011;2012;4;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";0.99;28304;28585
2011;2012;4;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;13.57;43863;49817
2011;2012;3;pøepoètenı;200;Ubytování, stravování a pohostinství;0.25;13247;13280
2011;2012;3;pøepoètenı;200;Penìnictví a pojišovnictví;0.59;44626;44891
2012;2013;2;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";0.83;22619;22807
2012;2013;2;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;1.45;20153;20445
2012;2013;1;pøepoètenı;200;Zpracovatelskı prùmysl;0.51;23511;23630
2012;2013;1;pøepoètenı;200;Èinnosti v oblasti nemovitostí;-1.28;22191;21906
2012;2013;1;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;0.84;17901;18052
2012;2013;1;pøepoètenı;200;Administrativní a podpùrné èinnosti;-2.50;16653;16236
2012;2013;4;pøepoètenı;200;Informaèní a komunikaèní èinnosti;-2.71;49089;47761
2012;2013;3;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;-0.05;38420;38399
2012;2013;3;pøepoètenı;200;Zdravotní a sociální péèe;0.26;25117;25183
2012;2013;3;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";-0.41;26443;26335
2012;2013;2;pøepoètenı;200;Ubytování, stravování a pohostinství;4.03;13109;13637
2012;2013;2;pøepoètenı;200;Penìnictví a pojišovnictví;-2.49;48267;47063
2012;2013;1;pøepoètenı;200;Vzdìlávání;-0.28;22754;22691
2012;2013;1;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";-1.92;22537;22105
2012;2013;4;pøepoètenı;200;Administrativní a podpùrné èinnosti;-1.06;17726;17538
2012;2013;4;pøepoètenı;200;Zpracovatelskı prùmysl;0.53;26027;26165
2012;2013;4;pøepoètenı;200;Èinnosti v oblasti nemovitostí;-3.70;23790;22909
2012;2013;4;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;4.23;22342;23286
2012;2013;3;pøepoètenı;200;Stavebnictví;-1.57;22912;22553
2012;2013;3;pøepoètenı;200;Ostatní èinnosti;2.97;19214;19785
2012;2013;3;pøepoètenı;200;Doprava a skladování;1.51;23174;23524
2012;2013;2;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;-2.98;32421;31455
2012;2013;2;pøepoètenı;200;Tìba a dobıvání;-7.46;32460;30040
2012;2013;1;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";-0.36;22554;22472
2012;2013;1;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;1.51;19349;19642
2012;2013;4;pøepoètenı;200;Vzdìlávání;2.16;27242;27830
2012;2013;4;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";-0.80;26253;26043
2012;2013;3;pøepoètenı;200;Informaèní a komunikaèní èinnosti;-0.62;45925;45641
2012;2013;2;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;0.29;39197;39311
2012;2013;2;pøepoètenı;200;Zdravotní a sociální péèe;0.75;24801;24986
2012;2013;2;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";1.45;26344;26725
2012;2013;1;pøepoètenı;200;Ubytování, stravování a pohostinství;2.76;12919;13276
2012;2013;1;pøepoètenı;200;Penìnictví a pojišovnictví;-11.42;53525;47411
2012;2013;4;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";-4.63;25405;24229
2012;2013;4;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;-6.53;23472;21940
2012;2013;3;pøepoètenı;200;Administrativní a podpùrné èinnosti;0.55;16792;16885
2012;2013;3;pøepoètenı;200;Zpracovatelskı prùmysl;2.26;23850;24389
2012;2013;3;pøepoètenı;200;Èinnosti v oblasti nemovitostí;-0.88;21704;21514
2012;2013;3;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;4.47;20089;20986
2012;2013;2;pøepoètenı;200;Stavebnictví;0.85;22089;22276
2012;2013;2;pøepoètenı;200;Ostatní èinnosti;3.08;19200;19792
2012;2013;2;pøepoètenı;200;Doprava a skladování;0.84;22993;23187
2012;2013;1;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;-2.27;31553;30836
2012;2013;1;pøepoètenı;200;Tìba a dobıvání;-3.57;29890;28824
2012;2013;4;pøepoètenı;200;Ubytování, stravování a pohostinství;3.71;13719;14228
2012;2013;4;pøepoètenı;200;Penìnictví a pojišovnictví;-18.15;56519;46262
2012;2013;3;pøepoètenı;200;Vzdìlávání;2.40;24057;24635
2012;2013;3;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";0.04;22715;22724
2012;2013;2;pøepoètenı;200;Informaèní a komunikaèní èinnosti;-0.83;45500;45122
2012;2013;1;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;-2.73;43195;42016
2012;2013;1;pøepoètenı;200;Zdravotní a sociální péèe;0.01;24108;24110
2012;2013;1;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";0.07;25451;25470
2012;2013;4;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;-6.52;36604;34219
2012;2013;4;pøepoètenı;200;Tìba a dobıvání;-4.13;38757;37157
2012;2013;3;pøepoètenı;200;"Velkoobchod a maloobchod; opravy a údrba motorovıch vozidel";1.29;22717;23011
2012;2013;3;pøepoètenı;200;Kulturní, zábavní a rekreaèní èinnosti;-1.20;20259;20015
2012;2013;2;pøepoètenı;200;Administrativní a podpùrné èinnosti;-1.96;16991;16658
2012;2013;2;pøepoètenı;200;Zpracovatelskı prùmysl;2.00;24496;24985
2012;2013;2;pøepoètenı;200;Èinnosti v oblasti nemovitostí;-1.10;22525;22277
2012;2013;2;pøepoètenı;200;Zemìdìlství, lesnictví, rybáøství;4.03;18987;19753
2012;2013;1;pøepoètenı;200;Stavebnictví;-1.63;21122;20778
2012;2013;1;pøepoètenı;200;Ostatní èinnosti;1.37;18882;19140
2012;2013;1;pøepoètenı;200;Doprava a skladování;-0.58;22637;22506
2012;2013;4;pøepoètenı;200;Vıroba a rozvod elektøiny, plynu, tepla a klimatiz. vzduchu;-13.04;49817;43321
2012;2013;4;pøepoètenı;200;Zdravotní a sociální péèe;-0.13;26279;26244
2012;2013;4;pøepoètenı;200;"Veøejná správa a obrana; povinné sociální zabezpeèení";-0.48;28585;28448
2012;2013;3;pøepoètenı;200;Ubytování, stravování a pohostinství;3.91;13280;13799
2012;2013;3;pøepoètenı;200;Penìnictví a pojišovnictví;-0.80;44891;44530
2012;2013;2;pøepoètenı;200;Vzdìlávání;2.50;23546;24135
2012;2013;2;pøepoètenı;200;"Zásobování vodou; èinnosti související s odpady a sanacemi";0.97;23365;23591
2012;2013;1;pøepoètenı;200;Informaèní a komunikaèní èinnosti;0.10;46050;46096
2012;2013;4;pøepoètenı;200;Stavebnictví;-5.40;25276;23910
2012;2013;4;pøepoètenı;200;Ostatní èinnosti;2.72;20167;20716
2012;2013;4;pøepoètenı;200;Doprava a skladování;0.30;24368;24440
2012;2013;3;pøepoètenı;200;Profesní, vìdecké a technické èinnosti;0.33;30689;30789
